congress,chamber,state,district,party,name,ideology
104,House,CA,33,Democrat,"ROYBAL-ALLARD, Lucille",-0.47
104,House,CA,36,Democrat,"HARMAN, Jane L.",-0.262
104,House,CA,37,Democrat,"TUCKER, Walter R., III",-0.479
104,House,CA,38,Republican,"HORN, John Stephen (Steve)",0.167
104,House,CA,39,Republican,"ROYCE, Edward Randall",0.659
104,House,CA,41,Republican,"KIM, Jay C.",0.39
104,House,CA,43,Republican,"CALVERT, Ken",0.349
104,House,CA,50,Democrat,"FILNER, Bob",-0.652
104,House,CA,16,Democrat,"LOFGREN, Zoe",-0.402
104,House,CA,19,Republican,"RADANOVICH, George P.",0.484
104,House,CA,22,Republican,"SEASTRAND, Andrea",0.536
104,House,CA,44,Republican,"BONO, Sonny",0.375
104,House,CA,49,Republican,"BILBRAY, Brian P.",0.392
104,House,CA,37,Democrat,"MILLENDER-McDONALD, Juanita",-0.438
104,House,CO,1,Democrat,"SCHROEDER, Patricia Scott",-0.225
104,House,CO,6,Republican,"SCHAEFER, Daniel",0.479
104,House,CO,5,Republican,"HEFLEY, Joel M.",0.591
104,House,CO,2,Democrat,"SKAGGS, David Evans",-0.355
104,House,CO,4,Republican,"ALLARD, A. Wayne",0.572
104,House,CO,3,Republican,"McINNIS, Scott",0.391
104,House,CT,2,Democrat,"GEJDENSON, Samuel",-0.416
104,House,CT,1,Democrat,"KENNELLY, Barbara Bailey",-0.346
104,House,CT,6,Republican,"JOHNSON, Nancy Lee",0.122
104,House,CT,4,Republican,"SHAYS, Christopher H.",0.129
104,House,CT,3,Democrat,"DeLAURO, Rosa L.",-0.416
104,House,CT,5,Republican,"FRANKS, Gary A.",0.273
104,House,DE,1,Republican,"CASTLE, Michael Newbold",0.229
104,House,FL,11,Democrat,"GIBBONS, Sam Melville",-0.233
104,House,FL,10,Republican,"YOUNG, Charles William (Bill)",0.325
104,House,FL,8,Republican,"McCOLLUM, Ira William, Jr. (Bill)",0.377
104,House,FL,22,Republican,"SHAW, Eugene Clay, Jr.",0.3
104,House,FL,9,Republican,"BILIRAKIS, Michael",0.382
104,House,FL,14,Republican,"GOSS, Porter J.",0.421
104,House,FL,19,Democrat,"JOHNSTON, Harry A., II",-0.372
104,House,FL,6,Republican,"STEARNS, Clifford Bundy",0.554
104,House,FL,18,Republican,"ROS-LEHTINEN, Ileana",0.244
104,House,FL,2,Democrat,"PETERSON, Douglas Brian (Pete)",-0.261
104,House,FL,3,Democrat,"BROWN, Corrine",-0.429
104,House,FL,4,Republican,"FOWLER, Tillie Kidd",0.329
104,House,FL,5,Democrat,"THURMAN, Karen L.",-0.304
104,House,FL,7,Republican,"MICA, John L.",0.453
104,House,FL,12,Republican,"CANADY, Charles Terrance",0.382
104,House,FL,13,Republican,"MILLER, Daniel",0.453
104,House,FL,17,Democrat,"MEEK, Carrie P.",-0.483
104,House,FL,20,Democrat,"DEUTSCH, Peter R.",-0.324
104,House,FL,21,Republican,"DIAZ-BALART, Lincoln",0.243
104,House,FL,23,Democrat,"HASTINGS, Alcee Lamar",-0.564
104,House,FL,15,Republican,"WELDON, David Joseph",0.471
104,House,FL,16,Republican,"FOLEY, Mark A.",0.311
104,House,FL,1,Republican,"SCARBOROUGH, Charles Joseph",0.672
104,House,GA,6,Republican,"GINGRICH, Newton Leroy",0.377
104,House,GA,5,Democrat,"LEWIS, John R.",-0.59
104,House,GA,1,Republican,"KINGSTON, Jack",0.54
104,House,GA,2,Democrat,"BISHOP, Sanford Dixon, Jr.",-0.282
104,House,GA,3,Republican,"COLLINS, Michael Allen (Mac)",0.536
104,House,GA,4,Republican,"LINDER, John Elmer",0.559
104,House,GA,9,Democrat,"DEAL, John Nathan",-0.036
104,House,GA,11,Democrat,"McKINNEY, Cynthia Ann",-0.533
104,House,GA,7,Republican,"BARR, Bob",0.632
104,House,GA,8,Republican,"CHAMBLISS, Saxby",0.423
104,House,GA,10,Republican,"NORWOOD, Charles W., Jr.",0.533
104,House,GA,9,Republican,"DEAL, John Nathan",0.581
104,House,HI,2,Democrat,"MINK, Patsy Takemoto",-0.513
104,House,HI,1,Democrat,"ABERCROMBIE, Neil",-0.432
104,House,ID,2,Republican,"CRAPO, Michael Dean",0.509
104,House,ID,1,Republican,"CHENOWETH-HAGE, Helen P.",0.797
104,House,IL,9,Democrat,"YATES, Sidney Richard",-0.494
104,House,IL,8,Republican,"CRANE, Philip Miller",0.739
104,House,IL,7,Democrat,"COLLINS, Cardiss",-0.552
104,House,IL,6,Republican,"HYDE, Henry John",0.312
104,House,IL,10,Republican,"PORTER, John Edward",0.217
104,House,IL,20,Democrat,"DURBIN, Richard Joseph",-0.363
104,House,IL,17,Democrat,"EVANS, Lane Allen",-0.454
104,House,IL,3,Democrat,"LIPINSKI, William Oliver",-0.176
104,House,IL,13,Republican,"FAWELL, Harris W.",0.332
104,House,IL,14,Republican,"HASTERT, John Dennis",0.443
104,House,IL,12,Democrat,"COSTELLO, Jerry Francis",-0.317
104,House,IL,19,Democrat,"POSHARD, Glenn",-0.211
104,House,IL,15,Republican,"EWING, Thomas W.",0.361
104,House,IL,1,Democrat,"RUSH, Bobby L.",-0.478
104,House,IL,2,Democrat,"REYNOLDS, Mel",-0.489
104,House,IL,4,Democrat,"GUTIÉRREZ, Luis V.",-0.487
104,House,IL,16,Republican,"MANZULLO, Donald A.",0.51
104,House,IL,5,Republican,"FLANAGAN, Michael P.",0.254
104,House,IL,11,Republican,"WELLER, Gerald C. (Jerry)",0.288
104,House,IL,18,Republican,"LaHOOD, Ray H.",0.246
104,House,IL,2,Democrat,"JACKSON, Jesse L., Jr.",-0.538
104,House,IN,9,Democrat,"HAMILTON, Lee Herbert",-0.171
104,House,IN,10,Democrat,"JACOBS, Andrew, Jr.",-0.07
104,House,IN,7,Republican,"MYERS, John Thomas",0.236
104,House,IN,6,Republican,"BURTON, Danny Lee",0.585
104,House,IN,1,Democrat,"VISCLOSKY, Peter",-0.402
104,House,IN,3,Democrat,"ROEMER, Timothy John",-0.165
104,House,IN,5,Republican,"BUYER, Stephen Earle",0.435
104,House,IN,2,Republican,"McINTOSH, David Martin",0.576
104,House,IN,4,Republican,"SOUDER, Mark Edward",0.435
104,House,IN,8,Republican,"HOSTETTLER, John Nathan",0.705
104,House,IA,1,Republican,"LEACH, James Albert Smith",0.141
104,House,IA,3,Republican,"LIGHTFOOT, James Ross",0.391
104,House,IA,2,Republican,"NUSSLE, James Allen",0.417
104,House,IA,4,Republican,"GANSKE, Greg",0.239
104,House,IA,5,Republican,"LATHAM, Thomas",0.302
104,House,KS,1,Republican,"ROBERTS, Charles Patrick (Pat)",0.414
104,House,KS,3,Republican,"MEYERS, Jan",0.208
104,House,KS,2,Republican,"BROWNBACK, Sam Dale",0.439
104,House,KS,4,Republican,"TIAHRT, Todd",0.449
104,House,KY,5,Republican,"ROGERS, Harold Dallas (Hal)",0.333
104,House,KY,4,Republican,"BUNNING, James Paul David",0.521
104,House,KY,2,Republican,"LEWIS, Ron",0.418
104,House,KY,6,Democrat,"BAESLER, Henry Scott (Scotty)",-0.155
104,House,KY,1,Republican,"WHITFIELD, Wayne Edward (Ed)",0.303
104,House,KY,3,Democrat,"WARD, Michael Delavan",-0.349
104,House,LA,1,Republican,"LIVINGSTON, Robert Linlithgow, Jr.",0.326
104,House,LA,3,Democrat,"TAUZIN, Wilbert Joseph (Billy)",0.03
104,House,LA,6,Republican,"BAKER, Richard Hugh",0.423
104,House,LA,7,Democrat,"HAYES, James Allison",-0.057
104,House,LA,5,Republican,"McCRERY, James O., III",0.362
104,House,LA,2,Democrat,"JEFFERSON, William Jennings",-0.424
104,House,LA,4,Democrat,"FIELDS, Cleo",-0.461
104,House,LA,3,Republican,"TAUZIN, Wilbert Joseph (Billy)",0.341
104,House,LA,7,Republican,"HAYES, James Allison",0.336
104,House,ME,1,Republican,"LONGLEY, James",0.253
104,House,ME,2,Democrat,"BALDACCI, John Elias",-0.333
104,House,MD,5,Democrat,"HOYER, Steny Hamilton",-0.38
104,House,MD,3,Democrat,"CARDIN, Benjamin Louis",-0.326
104,House,MD,7,Democrat,"MFUME, Kweisi",-0.446
104,House,MD,8,Republican,"MORELLA, Constance A.",-0.018
104,House,MD,1,Republican,"GILCHREST, Wayne Thomas",0.204
104,House,MD,4,Democrat,"WYNN, Albert Russell",-0.38
104,House,MD,6,Republican,"BARTLETT, Roscoe Gardner",0.493
104,House,MD,2,Republican,"EHRLICH, Robert L., Jr.",0.36
104,House,MD,7,Democrat,"CUMMINGS, Elijah Eugene",-0.438
104,House,MA,9,Democrat,"MOAKLEY, John Joseph",-0.418
104,House,MA,10,Democrat,"STUDDS, Gerry Eastman",-0.444
104,House,MA,7,Democrat,"MARKEY, Edward John",-0.504
104,House,MA,4,Democrat,"FRANK, Barney",-0.499
104,House,MA,8,Democrat,"KENNEDY, Joseph Patrick, II",-0.413
104,House,MA,2,Democrat,"NEAL, Richard Edmund",-0.417
104,House,MA,1,Democrat,"OLVER, John Walter",-0.577
104,House,MA,3,Republican,"BLUTE, Peter I.",0.192
104,House,MA,5,Democrat,"MEEHAN, Martin Thomas",-0.39
104,House,MA,6,Republican,"TORKILDSEN, Peter Gerard",0.155
104,House,MI,16,Democrat,"DINGELL, John David, Jr.",-0.448
104,House,MI,14,Democrat,"CONYERS, John, Jr.",-0.658
104,House,MI,10,Democrat,"BONIOR, David Edward",-0.547
104,House,MI,9,Democrat,"KILDEE, Dale Edward",-0.385
104,House,MI,12,Democrat,"LEVIN, Sander Martin",-0.378
104,House,MI,6,Republican,"UPTON, Frederick Stephen",0.339
104,House,MI,4,Republican,"CAMP, David Lee",0.385
104,House,MI,15,Democrat,"COLLINS, Barbara-Rose",-0.648
104,House,MI,1,Democrat,"STUPAK, Bart T.",-0.396
104,House,MI,2,Republican,"HOEKSTRA, Peter",0.516
104,House,MI,3,Republican,"EHLERS, Vernon James",0.316
104,House,MI,5,Democrat,"BARCIA, James A.",-0.184
104,House,MI,7,Republican,"SMITH, Nick H.",0.505
104,House,MI,11,Republican,"KNOLLENBERG, Joseph",0.366
104,House,MI,8,Republican,"CHRYSLER, Dick",0.488
104,House,MI,13,Democrat,"RIVERS, Lynn Nancy",-0.383
104,House,MN,8,Democrat,"OBERSTAR, James Louis",-0.553
104,House,MN,4,Democrat,"VENTO, Bruce Frank",-0.472
104,House,MN,5,Democrat,"SABO, Martin Olav",-0.516
104,House,MN,3,Republican,"RAMSTAD, James (Jim)",0.316
104,House,MN,7,Democrat,"PETERSON, Collin Clark",-0.148
104,House,MN,2,Democrat,"MINGE, David R.",-0.213
104,House,MN,1,Republican,"GUTKNECHT, Gilbert W.",0.552
104,House,MN,6,Democrat,"LUTHER, William Paul",-0.306
104,House,MS,3,Democrat,"MONTGOMERY, Gillespie V. (Sonny)",0.017
104,House,MS,4,Democrat,"PARKER, Michael (Mike)",0.034
104,House,MS,5,Democrat,"TAYLOR, Gary Eugene (Gene)",-0.045
104,House,MS,2,Democrat,"THOMPSON, Bennie",-0.515
104,House,MS,1,Republican,"WICKER, Roger F.",0.377
104,House,MS,4,Republican,"PARKER, Michael (Mike)",0.341
104,House,MO,1,Democrat,"CLAY, William Lacy, Sr.",-0.49
104,House,MO,3,Democrat,"GEPHARDT, Richard Andrew",-0.416
104,House,MO,4,Democrat,"SKELTON, Isaac Newton, IV (Ike)",-0.172
104,House,MO,9,Democrat,"VOLKMER, Harold Lee",-0.196
104,House,MO,8,Republican,"EMERSON, Norvell William (Bill)",0.332
104,House,MO,7,Republican,"HANCOCK, Melton D. (Mel)",0.79
104,House,MO,2,Republican,"TALENT, James Matthes",0.364
104,House,MO,6,Democrat,"DANNER, Patsy Ann (Pat)",-0.186
104,House,MO,5,Democrat,"McCARTHY, Karen",-0.344
104,House,MT,1,Democrat,"WILLIAMS, John Patrick",-0.315
104,House,NE,1,Republican,"BEREUTER, Douglas Kent",0.231
104,House,NE,3,Republican,"BARRETT, William E.",0.379
104,House,NE,2,Republican,"CHRISTENSEN, Jon Lynn",0.521
104,House,NV,2,Republican,"VUCANOVICH, Barbara Farrell",0.441
104,House,NV,1,Republican,"ENSIGN, John Eric",0.508
104,House,NH,1,Republican,"ZELIFF, William H., Jr.",0.438
104,House,NH,2,Republican,"BASS, Charles Foster",0.331
104,House,NJ,5,Republican,"ROUKEMA, Margaret Scafati",0.162
104,House,NJ,4,Republican,"SMITH, Christopher Henry",0.161
104,House,NJ,9,Democrat,"TORRICELLI, Robert Guy",-0.262
104,House,NJ,3,Republican,"SAXTON, Hugh James",0.238
104,House,NJ,6,Democrat,"PALLONE, Frank, Jr.",-0.403
104,House,NJ,10,Democrat,"PAYNE, Donald Milford",-0.592
104,House,NJ,1,Democrat,"ANDREWS, Robert Ernest",-0.297
104,House,NJ,12,Republican,"ZIMMER, Richard",0.27
104,House,NJ,7,Republican,"FRANKS, Robert Douglas",0.259
104,House,NJ,13,Democrat,"MENENDEZ, Robert",-0.363
104,House,NJ,2,Republican,"LoBIONDO, Frank A.",0.211
104,House,NJ,8,Republican,"MARTINI, William J.",0.19
104,House,NJ,11,Republican,"FRELINGHUYSEN, Rodney P.",0.291
104,House,NM,2,Republican,"SKEEN, Joseph Richard",0.301
104,House,NM,3,Democrat,"RICHARDSON, Bill",-0.321
104,House,NM,1,Republican,"SCHIFF, Steven Harvey",0.196
104,House,NY,15,Democrat,"RANGEL, Charles B.",-0.514
104,House,NY,20,Republican,"GILMAN, Benjamin Arthur",0.043
104,House,NY,29,Democrat,"LaFALCE, John Joseph",-0.357
104,House,NY,22,Republican,"SOLOMON, Gerald Brooks Hunt",0.492
104,House,NY,9,Democrat,"SCHUMER, Charles Ellis (Chuck)",-0.351
104,House,NY,5,Democrat,"ACKERMAN, Gary Leonard",-0.429
104,House,NY,23,Republican,"BOEHLERT, Sherwood Louis",0.103
104,House,NY,11,Democrat,"OWENS, Major Robert Odell",-0.569
104,House,NY,10,Democrat,"TOWNS, Edolphus",-0.519
104,House,NY,7,Democrat,"MANTON, Thomas J.",-0.361
104,House,NY,6,Democrat,"FLAKE, Floyd Harold",-0.455
104,House,NY,31,Republican,"HOUGHTON, Amory, Jr.",0.154
104,House,NY,28,Democrat,"SLAUGHTER, Louise McIntosh",-0.465
104,House,NY,17,Democrat,"ENGEL, Eliot Lance",-0.407
104,House,NY,18,Democrat,"LOWEY, Nita M.",-0.389
104,House,NY,21,Democrat,"McNULTY, Michael Robert",-0.369
104,House,NY,27,Republican,"PAXON, L. William",0.472
104,House,NY,25,Republican,"WALSH, James T.",0.208
104,House,NY,13,Republican,"MOLINARI, Susan",0.256
104,House,NY,16,Democrat,"SERRANO, José E.",-0.491
104,House,NY,2,Republican,"LAZIO, Enrico A. (Rick)",0.216
104,House,NY,3,Republican,"KING, Peter T.",0.26
104,House,NY,8,Democrat,"NADLER, Jerrold Lewis",-0.509
104,House,NY,12,Democrat,"VELÁZQUEZ, Nydia M.",-0.547
104,House,NY,14,Democrat,"MALONEY, Carolyn Bosher",-0.387
104,House,NY,26,Democrat,"HINCHEY, Maurice Dunlea",-0.575
104,House,NY,30,Republican,"QUINN, John Francis (Jack)",0.198
104,House,NY,1,Republican,"FORBES, Michael Patrick",0.109
104,House,NY,4,Republican,"FRISA, Dan",0.264
104,House,NY,19,Republican,"KELLY, Sue W.",0.231
104,House,NY,24,Republican,"McHUGH, John Michael",0.225
104,House,NC,7,Democrat,"ROSE, Charles Grandison, III",-0.319
104,House,NC,8,Democrat,"HEFNER, Willie Gathrel (Bill)",-0.264
104,House,NC,6,Republican,"COBLE, Howard",0.52
104,House,NC,10,Republican,"BALLENGER, Cass",0.464
104,House,NC,11,Republican,"TAYLOR, Charles Hart",0.488
104,House,NC,1,Democrat,"CLAYTON, Eva M.",-0.459
104,House,NC,12,Democrat,"WATT, Melvin L.",-0.526
104,House,NC,2,Republican,"FUNDERBURK, David",0.545
104,House,NC,3,Republican,"JONES, Walter Beaman, Jr.",0.243
104,House,NC,4,Republican,"HEINEMAN, Fred",0.296
104,House,NC,5,Republican,"BURR, Richard M.",0.453
104,House,NC,9,Republican,"MYRICK, Sue",0.56
104,House,ND,1,Democrat,"POMEROY, Earl Ralph, III",-0.266
104,House,OH,11,Democrat,"STOKES, Louis",-0.578
104,House,OH,16,Republican,"REGULA, Ralph Straus",0.221
104,House,OH,3,Democrat,"HALL, Tony Patrick",-0.28
104,House,OH,4,Republican,"OXLEY, Michael Garver",0.382
104,House,OH,9,Democrat,"KAPTUR, Marcia Carolyn (Marcy)",-0.35
104,House,OH,12,Republican,"KASICH, John Richard",0.314
104,House,OH,17,Democrat,"TRAFICANT, James A., Jr.",-0.082
104,House,OH,14,Democrat,"SAWYER, Thomas Charles",-0.377
104,House,OH,5,Republican,"GILLMOR, Paul Eugene",0.254
104,House,OH,7,Republican,"HOBSON, David Lee",0.315
104,House,OH,8,Republican,"BOEHNER, John Andrew",0.513
104,House,OH,2,Republican,"PORTMAN, Robert Jones (Rob)",0.374
104,House,OH,10,Republican,"HOKE, Martin R.",0.338
104,House,OH,13,Democrat,"BROWN, Sherrod",-0.438
104,House,OH,15,Republican,"PRYCE, Deborah D.",0.32
104,House,OH,1,Republican,"CHABOT, Steve",0.585
104,House,OH,6,Republican,"CREMEANS, Frank",0.385
104,House,OH,18,Republican,"NEY, Robert William",0.269
104,House,OH,19,Republican,"LaTOURETTE, Steven C.",0.211
104,House,OK,3,Democrat,"BREWSTER, William K.",-0.08
104,House,OK,5,Republican,"ISTOOK, Ernest James, Jr.",0.492
104,House,OK,6,Republican,"LUCAS, Frank D.",0.363
104,House,OK,1,Republican,"LARGENT, Steve",0.617
104,House,OK,2,Republican,"COBURN, Thomas Allen",0.782
104,House,OK,4,Republican,"WATTS, Julius Caesar, Jr. (J. C.)",0.406
104,House,OR,3,Democrat,"WYDEN, Ronald Lee",-0.32
104,House,OR,4,Democrat,"DeFAZIO, Peter Anthony",-0.429
104,House,OR,1,Democrat,"FURSE, Elizabeth",-0.457
104,House,OR,2,Republican,"COOLEY, Wes",0.861
104,House,OR,5,Republican,"BUNN, Jim",0.178
104,House,OR,3,Democrat,"BLUMENAUER, Earl",-0.428
104,House,PA,10,Republican,"McDADE, Joseph Michael",0.093
104,House,PA,9,Republican,"SHUSTER, E. G. (Bud)",0.416
104,House,PA,12,Democrat,"MURTHA, John Patrick, Jr.",-0.265
104,House,PA,19,Republican,"GOODLING, William Franklin",0.336
104,House,PA,16,Republican,"WALKER, Robert Smith",0.581
104,House,PA,5,Republican,"CLINGER, William Floyd, Jr.",0.176
104,House,PA,14,Democrat,"COYNE, William Joseph",-0.494
104,House,PA,1,Democrat,"FOGLIETTA, Thomas Michael",-0.506
104,House,PA,3,Democrat,"BORSKI, Robert Anthony, Jr.",-0.416
104,House,PA,17,Republican,"GEKAS, George William",0.426
104,House,PA,11,Democrat,"KANJORSKI, Paul E.",-0.303
104,House,PA,7,Republican,"WELDON, Wayne Curtis (Curt)",0.232
104,House,PA,4,Democrat,"KLINK, Ronald",-0.31
104,House,PA,6,Democrat,"HOLDEN, Thomas Timothy (Tim)",-0.233
104,House,PA,8,Republican,"GREENWOOD, James Charles",0.225
104,House,PA,15,Democrat,"McHALE, Paul F., Jr.",-0.242
104,House,PA,2,Democrat,"FATTAH, Chaka",-0.472
104,House,PA,13,Republican,"FOX, Jon D.",0.199
104,House,PA,18,Democrat,"DOYLE, Michael F.",-0.33
104,House,PA,20,Democrat,"MASCARA, Frank R.",-0.271
104,House,PA,21,Republican,"ENGLISH, Philip Sheridan",0.251
104,House,RI,2,Democrat,"REED, John F. (Jack)",-0.381
104,House,RI,1,Democrat,"KENNEDY, Patrick Joseph",-0.409
104,House,SC,2,Republican,"SPENCE, Floyd Davidson",0.32
104,House,SC,5,Democrat,"SPRATT, John McKee, Jr.",-0.256
104,House,SC,1,Republican,"SANFORD, Mark",0.697
104,House,SC,3,Republican,"GRAHAM, Lindsey O.",0.408
104,House,SC,4,Republican,"INGLIS, Robert Durden",0.518
104,House,SC,6,Democrat,"CLYBURN, James Enos",-0.464
104,House,SD,1,Democrat,"JOHNSON, Timothy Peter (Tim)",-0.25
104,House,TN,1,Republican,"QUILLEN, James Henry",0.246
104,House,TN,9,Democrat,"FORD, Harold Eugene",-0.438
104,House,TN,6,Democrat,"GORDON, Barton Jennings",-0.204
104,House,TN,5,Democrat,"CLEMENT, Robert Nelson",-0.216
104,House,TN,2,Republican,"DUNCAN, John J., Jr.",0.602
104,House,TN,8,Democrat,"TANNER, John S.",-0.182
104,House,TN,3,Republican,"WAMP, Zachary Paul",0.428
104,House,TN,4,Republican,"HILLEARY, Van",0.543
104,House,TN,7,Republican,"BRYANT, Ed",0.442
104,House,TX,20,Democrat,"GONZÁLEZ, Henry B.",-0.538
104,House,TX,15,Democrat,"de la GARZA, Eligio, II (Kika)",-0.255
104,House,TX,7,Republican,"ARCHER, William Reynolds, Jr.",0.496
104,House,TX,2,Democrat,"WILSON, Charles",-0.196
104,House,TX,24,Democrat,"FROST, Jonas Martin",-0.316
104,House,TX,17,Democrat,"STENHOLM, Charles Walter",0.019
104,House,TX,8,Republican,"FIELDS, Jack Milton, Jr.",0.541
104,House,TX,4,Democrat,"HALL, Ralph Moody",0.096
104,House,TX,5,Democrat,"BRYANT, John Wiley",-0.358
104,House,TX,16,Democrat,"COLEMAN, Ronald D'Emory",-0.402
104,House,TX,27,Democrat,"ORTIZ, Solomon P.",-0.272
104,House,TX,6,Republican,"BARTON, Joe Linus",0.528
104,House,TX,19,Republican,"COMBEST, Larry Ed",0.458
104,House,TX,22,Republican,"DeLAY, Thomas Dale",0.593
104,House,TX,26,Republican,"ARMEY, Richard Keith",0.635
104,House,TX,1,Democrat,"CHAPMAN, Jim",-0.198
104,House,TX,21,Republican,"SMITH, Lamar Seeligson",0.425
104,House,TX,14,Democrat,"LAUGHLIN, Gregory H.",-0.097
104,House,TX,12,Democrat,"GEREN, Preston M. (Pete)",-0.032
104,House,TX,3,Republican,"JOHNSON, Sam",0.61
104,House,TX,11,Democrat,"EDWARDS, Thomas Chester (Chet)",-0.226
104,House,TX,9,Republican,"STOCKMAN, Steve",0.899
104,House,TX,10,Democrat,"DOGGETT, Lloyd Alton, II",-0.402
104,House,TX,13,Republican,"THORNBERRY, William McClellan (Mac)",0.527
104,House,TX,18,Democrat,"JACKSON LEE, Sheila",-0.459
104,House,TX,25,Democrat,"BENTSEN, Kenneth E., Jr.",-0.292
104,House,TX,23,Republican,"BONILLA, Henry",0.4
104,House,TX,28,Democrat,"TEJEDA, Frank",-0.277
104,House,TX,29,Democrat,"GREEN, Raymond Eugene (Gene)",-0.324
104,House,TX,30,Democrat,"JOHNSON, Eddie Bernice",-0.486
104,House,TX,14,Republican,"LAUGHLIN, Gregory H.",0.462
104,House,UT,1,Republican,"HANSEN, James Vear",0.496
104,House,UT,3,Democrat,"ORTON, William",-0.086
104,House,UT,2,Republican,"GREENE WALDHOLTZ, Enid",0.416
104,House,VA,7,Republican,"BLILEY, Thomas Jerome, Jr.",0.382
104,House,VA,10,Republican,"WOLF, Frank Rudolph",0.284
104,House,VA,1,Republican,"BATEMAN, Herbert Harvell",0.242
104,House,VA,9,Democrat,"BOUCHER, Frederick C.",-0.265
104,House,VA,4,Democrat,"SISISKY, Norman",-0.122
104,House,VA,2,Democrat,"PICKETT, Owen Bradford",-0.149
104,House,VA,5,Democrat,"PAYNE, Lewis Franklin, Jr.",-0.148
104,House,VA,8,Democrat,"MORAN, James P.",-0.302
104,House,VA,11,Republican,"DAVIS, Thomas M., III",0.282
104,House,VA,3,Democrat,"SCOTT, Robert C.",-0.451
104,House,VA,6,Republican,"GOODLATTE, Robert William",0.496
104,House,WA,6,Democrat,"DICKS, Norman DeValois",-0.312
104,House,WA,7,Democrat,"McDERMOTT, James A.",-0.666
104,House,WA,1,Republican,"WHITE, Richard Alan (Rick)",0.374
104,House,WA,2,Republican,"METCALF, Jack",0.384
104,House,WA,3,Republican,"SMITH, Linda",0.349
104,House,WA,4,Republican,"HASTINGS, Richard Norman (Doc)",0.416
104,House,WA,5,Republican,"NETHERCUTT, George R., Jr.",0.357
104,House,WA,9,Republican,"TATE, Randy J.",0.471
104,House,WA,8,Republican,"DUNN, Jennifer Blackburn",0.384
104,House,WV,3,Democrat,"RAHALL, Nick Joe, II",-0.306
104,House,WV,2,Democrat,"WISE, Robert Ellsworth, Jr.",-0.32
104,House,WV,1,Democrat,"MOLLOHAN, Alan Bowlby",-0.292
104,House,WI,7,Democrat,"OBEY, David Ross",-0.45
104,House,WI,8,Republican,"ROTH, Toby A.",0.351
104,House,WI,9,Republican,"SENSENBRENNER, Frank James, Jr.",0.647
104,House,WI,6,Republican,"PETRI, Thomas Evert",0.379
104,House,WI,3,Republican,"GUNDERSON, Steven Craig",0.203
104,House,WI,4,Democrat,"KLECZKA, Gerald Daniel",-0.322
104,House,WI,2,Republican,"KLUG, Scott L.",0.258
104,House,WI,1,Republican,"NEUMANN, Mark W.",0.667
104,House,WI,5,Democrat,"BARRETT, Thomas M.",-0.38
104,House,WY,1,Republican,"CUBIN, Barbara L.",0.501
105,House,AL,1,Republican,"CALLAHAN, Herbert Leon (Sonny)",0.373
105,House,AL,5,Democrat,"CRAMER, Robert E. (Bud), Jr.",-0.132
105,House,AL,2,Republican,"EVERETT, Robert Terry",0.414
105,House,AL,6,Republican,"BACHUS, Spencer T., III",0.387
105,House,AL,7,Democrat,"HILLIARD, Earl Frederick",-0.555
105,House,AL,3,Republican,"RILEY, Robert",0.433
105,House,AL,4,Republican,"ADERHOLT, Robert",0.361
105,House,AK,1,Republican,"YOUNG, Donald Edwin",0.279
105,House,AZ,3,Republican,"STUMP, Robert Lee",0.703
105,House,AZ,5,Republican,"KOLBE, James Thomas",0.351
105,House,AZ,2,Democrat,"PASTOR, Ed",-0.421
105,House,AZ,1,Republican,"SALMON, Matthew James",0.673
105,House,AZ,4,Republican,"SHADEGG, John B.",0.749
105,House,AZ,6,Republican,"HAYWORTH, John D., Jr.",0.559
105,House,AR,4,Republican,"DICKEY, Jay W., Jr.",0.391
105,House,AR,1,Democrat,"BERRY, Robert Marion",-0.293
105,House,AR,2,Democrat,"SNYDER, Victor F.",-0.268
105,House,AR,3,Republican,"HUTCHINSON, Asa",0.358
105,House,CA,42,Democrat,"BROWN, George Edward, Jr.",-0.506
105,House,CA,9,Democrat,"DELLUMS, Ronald V.",-0.644
105,House,CA,13,Democrat,"STARK, Fortney Hillman (Pete), Jr.",-0.631
105,House,CA,7,Democrat,"MILLER, George",-0.552
105,House,CA,29,Democrat,"WAXMAN, Henry Arnold",-0.473
105,House,CA,32,Democrat,"DIXON, Julian Carey",-0.458
105,House,CA,3,Democrat,"FAZIO, Victor Herbert, Jr.",-0.455
105,House,CA,40,Republican,"LEWIS, Charles Jeremy (Jerry)",0.348
105,House,CA,5,Democrat,"MATSUI, Robert T.",-0.404
105,House,CA,21,Republican,"THOMAS, William Marshall",0.371
105,House,CA,28,Republican,"DREIER, David Timothy",0.478
105,House,CA,52,Republican,"HUNTER, Duncan Lee",0.47
105,House,CA,12,Democrat,"LANTOS, Thomas Peter",-0.376
105,House,CA,31,Democrat,"MARTÍNEZ, Matthew G.",-0.341
105,House,CA,26,Democrat,"BERMAN, Howard Lawrence",-0.404
105,House,CA,48,Republican,"PACKARD, Ronald C.",0.419
105,House,CA,34,Democrat,"TORRES, Esteban Edward",-0.487
105,House,CA,23,Republican,"GALLEGLY, Elton W.",0.402
105,House,CA,2,Republican,"HERGER, Walter William (Wally)",0.551
105,House,CA,8,Democrat,"PELOSI, Nancy",-0.49
105,House,CA,15,Republican,"CAMPBELL, Thomas J.",0.256
105,House,CA,47,Republican,"COX, Charles Christopher",0.54
